,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,1,1,1.03680925e-07,0.9999844,3.1107156e-08,5.0901107e-08,6.4918606e-07,2.5580593e-07,3.7917332e-06,1.1324586e-06,9.303502e-06,2.9727175e-07
1,5,5,0.000119852586,9.53384e-06,4.8271712e-08,0.0009580717,2.1217571e-05,0.9961396,3.4539113e-05,0.0002030867,0.0007173983,0.0017967203
2,6,6,2.6303893e-05,7.619875e-07,5.192719e-08,1.367873e-06,1.4931874e-06,0.00018377749,0.99977773,2.0045031e-06,6.5147883e-06,6.571929e-08
3,9,9,1.933879e-05,9.5124524e-05,9.81272e-06,8.8294524e-05,0.0010308671,3.150641e-05,3.5524707e-08,0.00031246812,0.00025460284,0.9981579
4,7,7,7.104013e-08,3.7392983e-06,2.3870014e-06,1.3737763e-05,5.098421e-06,2.0748785e-05,1.8410914e-07,0.99989796,2.983564e-06,5.3099513e-05
5,2,2,4.1394483e-06,3.7354042e-07,0.9998092,0.0001529478,2.5931578e-05,1.4993459e-08,1.7115796e-07,7.1001377e-06,2.95735e-07,2.596601e-10
6,2,2,0.0008809389,0.00048421058,0.89611447,0.059583753,0.0029952708,0.00042813714,0.0043059397,0.033358287,0.001837971,1.110725e-05
7,6,6,6.907202e-05,2.9267636e-05,1.7397439e-06,1.1786284e-05,5.2588703e-06,0.0018223487,0.9978351,3.367788e-05,0.0001895983,2.183306e-06
8,7,7,3.2079273e-09,5.047322e-07,7.62809e-06,2.6950686e-06,0.00040045465,2.366263e-08,5.378265e-09,0.99958736,9.376972e-09,1.2418574e-06
9,1,1,2.434788e-09,0.99999833,1.1204142e-09,3.3478622e-09,1.0348263e-07,1.4006954e-09,1.9427018e-08,3.358026e-08,1.4299349e-06,6.387332e-08
10,5,5,8.352214e-06,6.9184985e-06,2.1875046e-09,0.0003374889,1.9059704e-06,0.99954575,7.760805e-06,1.1849375e-05,3.501902e-05,4.4953696e-05
11,3,3,1.564965e-05,7.2780117e-06,6.865407e-05,0.9975553,1.788361e-05,0.0013765999,2.00557e-05,0.00035483227,0.0005610352,2.2700331e-05
12,5,5,0.00068193255,8.512297e-06,1.8505999e-08,0.00043765391,2.988049e-06,0.9983449,0.00015150249,0.00014437098,0.00018130487,4.6885863e-05
13,2,2,0.00014467932,4.2547774e-05,0.99835736,0.0002368679,0.0006573686,1.9950955e-06,2.5529309e-05,0.0005155292,1.7966822e-05,1.6327026e-07
14,7,7,9.609798e-06,0.0017106856,0.001330677,0.00066308404,0.00033753907,0.00023108805,8.986452e-06,0.9940994,0.00036388557,0.0012451835
15,1,1,2.4851298e-07,0.9999852,2.461249e-07,2.3690714e-07,4.6104847e-06,9.353052e-08,1.574455e-06,4.923195e-07,6.4346077e-06,8.684334e-07
16,8,8,4.0885796e-05,1.581644e-05,2.0515356e-06,7.685147e-07,7.2908153e-07,5.0766766e-07,1.04478395e-05,7.12619e-07,0.9999207,7.393706e-06
17,3,3,3.032893e-07,2.423863e-07,2.4050864e-06,0.999705,8.214741e-07,0.00016202072,2.3730322e-06,8.921254e-05,3.7291815e-05,8.156727e-08
18,4,4,4.2044251e-10,9.475475e-09,8.7436747e-10,2.0495756e-08,0.9999969,4.3105386e-10,2.5756615e-08,1.8260745e-06,4.8556984e-08,1.1622544e-06
19,5,5,2.971048e-05,2.5117468e-05,1.9441684e-08,0.00054546515,6.054903e-06,0.9991092,3.6830435e-05,6.3738415e-05,6.053336e-05,0.0001232123
20,8,8,0.00052400376,3.7537675e-06,2.9318898e-07,1.7974585e-06,1.8299408e-08,3.3091976e-05,6.536011e-05,1.8429026e-06,0.9993685,1.3020641e-06
