,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,0,0,0.9999852,1.4456445e-08,1.9328385e-07,3.325812e-08,9.2795895e-09,1.4152121e-07,1.3621662e-05,1.6582357e-09,4.5353772e-07,2.813369e-07
1,3,3,4.2785454e-05,0.00035711803,0.000436963,0.945089,6.519577e-06,0.0007403038,1.8625475e-05,0.04594037,0.0070710853,0.0002971789
2,4,4,2.3450946e-08,1.2126269e-07,3.5944765e-08,3.0154318e-08,0.9998785,3.1009737e-08,9.2653886e-07,3.5793466e-06,4.6135597e-06,0.000112028174
3,7,7,4.5037882e-10,7.1517366e-07,1.80203e-06,2.1581496e-07,6.4509334e-07,2.5124955e-09,7.929824e-10,0.9999896,1.2286727e-06,5.6473145e-06
4,6,6,1.2611436e-08,5.713954e-09,2.6159702e-08,1.0205045e-09,2.057564e-08,1.6563554e-07,0.99999976,6.551886e-11,7.964457e-08,1.3604286e-08
5,0,0,0.9998915,6.2289627e-07,2.1399896e-05,4.017529e-06,2.061915e-07,1.2806784e-06,5.7124213e-05,2.7329384e-07,4.3485525e-06,1.9081552e-05
6,4,4,2.2385413e-10,8.7824965e-09,9.0169866e-10,3.498615e-10,0.9999976,1.0486776e-09,1.14695595e-07,1.0458701e-07,9.514327e-07,1.1372324e-06
7,6,6,1.7783244e-06,3.6824552e-08,8.907893e-08,2.6132334e-09,9.422869e-08,7.264197e-07,0.9999968,2.83229e-10,2.2826048e-07,2.1895144e-07
8,8,8,4.3184573e-07,1.1534863e-05,2.5237961e-05,0.0005576412,0.0010713079,6.2334616e-06,6.155143e-06,6.46297e-05,0.99418974,0.004067122
9,3,3,2.7806402e-05,0.00041812414,0.0005328002,0.99829584,7.7208546e-07,0.0002616519,1.3357265e-05,0.00022202764,0.00021571889,1.1892792e-05
10,0,0,0.9948007,6.4408385e-05,0.0014177144,0.00024731332,1.5463644e-05,3.3213553e-05,0.0007763887,6.486911e-05,0.0007553212,0.0018245562
11,5,5,1.8310513e-05,1.1611132e-05,1.0161143e-07,0.000348103,1.6526905e-05,0.9965328,1.3041843e-05,0.0005366225,0.000106395244,0.0024165004
12,1,1,2.2100663e-07,0.9994491,2.6046148e-08,1.2009403e-09,2.2723025e-05,0.0001377071,0.00036573198,3.948899e-06,1.805475e-05,2.5367758e-06
13,9,9,9.283801e-10,9.827429e-09,5.528785e-10,1.0352879e-09,7.6379845e-05,5.831542e-08,2.413999e-13,3.7161774e-07,5.829221e-07,0.99992263
14,7,7,2.3921424e-07,4.7821664e-05,0.00018968352,5.377729e-05,0.00013199805,1.501807e-06,1.7062798e-06,0.99934274,4.4801207e-05,0.00018571125
15,3,3,3.674207e-08,1.7735935e-06,3.7791384e-07,0.99998796,1.011302e-09,1.9928805e-06,4.3682897e-09,2.2308861e-06,5.3972185e-06,1.309128e-07
16,7,7,1.7498146e-09,1.931069e-06,4.878576e-06,8.582363e-07,1.898887e-06,1.0062941e-08,3.0160647e-09,0.9999765,3.0489166e-06,1.085826e-05
17,6,6,2.2713335e-08,7.68338e-09,1.1461622e-07,1.4812946e-09,2.5692508e-08,1.040121e-07,0.99999964,1.04901726e-10,7.798933e-08,7.769576e-09
18,1,1,1.5039136e-08,0.9998945,1.1465107e-09,1.4655063e-09,3.5966037e-05,2.783675e-05,2.050798e-05,1.8241968e-05,1.8643431e-06,1.0056937e-06
