,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,4,4,2.0844463e-07,5.956454e-08,1.176113e-05,5.2059352e-08,0.9920441,4.7514362e-08,0.00755867,7.462035e-05,1.2443369e-05,0.00029802005
1,4,4,0.0003369977,0.0004537452,0.00023294636,7.1114478e-06,0.94135815,5.2810385e-05,0.00073169847,0.047892995,5.3147538e-05,0.008880499
2,9,9,1.0551557e-07,2.562333e-11,1.1925324e-07,1.0570562e-09,1.6134642e-05,5.377523e-08,2.3092478e-11,9.34876e-06,0.00025070275,0.9997235
3,4,4,4.865865e-06,0.000102392296,2.8235701e-05,2.0002584e-07,0.95671314,1.518144e-08,2.406577e-05,0.00014609238,0.005861489,0.037119433
4,8,8,3.8465256e-05,1.2679441e-05,7.989174e-05,0.00019010158,2.2570189e-06,0.00032235417,1.213832e-05,1.7414347e-06,0.9990269,0.00031344962
5,7,7,2.4119387e-12,1.5038585e-08,2.3087703e-05,1.7525571e-06,7.2699926e-09,3.0371677e-10,1.0137001e-13,0.9998312,9.7586286e-05,4.6237696e-05
6,4,4,3.3795084e-07,7.570482e-08,1.6585662e-05,2.368357e-09,0.9996904,2.5673177e-10,0.00014998644,9.067226e-06,1.051636e-05,0.00012299158
7,7,7,1.0299823e-08,1.7989818e-06,0.0002451436,0.00013444308,4.8008546e-06,7.2694135e-08,1.305323e-10,0.99891806,8.428435e-05,0.00061142055
8,4,4,4.030209e-08,4.9850136e-08,3.128553e-07,1.1598287e-11,0.9997718,2.5184208e-12,9.019952e-07,2.7582923e-06,8.6829107e-07,0.0002233139
9,5,5,3.2085418e-07,8.9736174e-10,6.192507e-14,4.5306845e-07,3.2184966e-12,0.9999409,1.7385505e-06,2.990138e-08,9.561207e-10,5.6638262e-05
10,6,6,3.8562847e-11,5.092117e-09,3.741616e-09,1.4723452e-09,1.065599e-07,5.4961333e-07,0.9999993,1.4318526e-09,1.6063725e-09,2.8845655e-09
