,Accuracy,Loss,Precision,Recall,F1-Score
0,0.001115433988161385,13.643136024475098,0.9829251170158386,0.9790833592414856,0.9810004719056857
1,0.0011147974291816354,10.847014427185059,0.9824329018592834,0.978560209274292,0.9804927265483105
2,0.0011141614522784948,8.985745429992676,0.9820469617843628,0.978055477142334,0.980047150402907
3,0.0011135261738672853,7.806995391845703,0.9817140698432922,0.9775513410568237,0.9796282783052161
4,0.0011128917103633285,6.870384216308594,0.9814695715904236,0.9770655035972595,0.9792625809810176
5,0.0011122579453513026,6.144567489624023,0.9813297986984253,0.9765446782112122,0.9789313859456372
6,0.0011116248788312078,5.628570079803467,0.9812599420547485,0.9760066866874695,0.9786262595672123
7,0.0011109926272183657,5.236408710479736,0.9812602996826172,0.9754692912101746,0.9783562211021409
8,0.0011103609576821327,4.924376010894775,0.9812605977058411,0.9749324917793274,0.9780863043203686
9,0.0011097301030531526,4.654343605041504,0.9812605977058411,0.9743785262107849,0.9778074476414044
10,0.0011090999469161034,4.438026428222656,0.9812605977058411,0.973825216293335,0.9775287632604927
11,0.0011084704892709851,4.262343883514404,0.9812430739402771,0.9732725620269775,0.9772415611157308
12,0.0011078417301177979,4.096924781799316,0.9812430739402771,0.9727205038070679,0.9769631974982327
13,0.0011072136694565415,3.9469261169433594,0.9812255501747131,0.9721691012382507,0.976676326672619
14,0.001106586423702538,3.810927152633667,0.981225848197937,0.9716359972953796,0.9764073714727439
15,0.0011059597600251436,3.7050676345825195,0.981225848197937,0.971085786819458,0.9761294794063412
16,0.001105333911255002,3.6013987064361572,0.9812265038490295,0.9705715775489807,0.9758699529124814
17,0.0011047087609767914,3.518490791320801,0.9812268614768982,0.9700403213500977,0.975601520410321
18,0.0011040841927751899,3.437218189239502,0.981228232383728,0.9695625901222229,0.9753605262424931
19,0.0011034604394808412,3.3456263542175293,0.9812123775482178,0.9691030979156494,0.975120140184904
20,0.0011028373846784234,3.2894444465637207,0.9812130331993103,0.9685912132263184,0.9748612653069636
21,0.0011022150283679366,3.225978136062622,0.9812143445014954,0.9681151509284973,0.9746207304349317
22,0.0011015933705493808,3.161790370941162,0.9812153577804565,0.9676219820976257,0.9743712572211867
23,0.001100972411222756,3.114790678024292,0.9812157154083252,0.9670941233634949,0.9741037368583709
24,0.001100352150388062,3.0557382106781006,0.9812177419662476,0.9666549563407898,0.9738819066319423
25,0.001099732588045299,2.9968912601470947,0.9812025427818298,0.9662337899208069,0.9736606335242719
26,0.001099113724194467,2.934662103652954,0.9812055826187134,0.9658483266830444,0.9734663849927728
27,0.0010984954424202442,2.8904874324798584,0.9812065958976746,0.9653578400611877,0.973217693394147
28,0.0010978779755532742,2.8475615978240967,0.9811913967132568,0.9649381637573242,0.9729969052472055
29,0.001097261207178235,2.8184540271759033,0.9811573624610901,0.9644487500190735,0.9727313055443545
30,0.001096645137295127,2.7763640880584717,0.9811586737632751,0.9639773964881897,0.9724921494992302
31,0.0010960297659039497,2.73252010345459,0.9811610579490662,0.9635592103004456,0.972280471128665
32,0.0010954149765893817,2.6936118602752686,0.9811640977859497,0.9631765484809875,0.9720871146246196
33,0.0010948010021820664,2.6637279987335205,0.9811139106750488,0.962759256362915,0.971849923345461
34,0.0010941877262666821,2.6221182346343994,0.9811169505119324,0.9623774290084839,0.9716568398464097
35,0.001093575032427907,2.5889902114868164,0.981067419052124,0.9619960784912109,0.971438150322617
36,0.0010929630370810628,2.5551655292510986,0.9810001254081726,0.9615976214408875,0.9712019731308768
37,0.0010923517402261496,2.5214807987213135,0.9809331893920898,0.9612171649932861,0.9709750971353643
38,0.0010917411418631673,2.493112802505493,0.9808487892150879,0.9608370661735535,0.9707397986343917
39,0.001091131241992116,2.4553401470184326,0.9808175563812256,0.9604923129081726,0.9705485284135906
40,0.0010905220406129956,2.4234721660614014,0.9807524085044861,0.960200309753418,0.9703675444817813
41,0.0010899135377258062,2.398289918899536,0.9806342124938965,0.9598737359046936,0.9701429164756138
42,0.001089305616915226,2.3635404109954834,0.9806226491928101,0.9596346616744995,0.9700151356912207
43,0.0010886983945965767,2.3335909843444824,0.9806100130081177,0.959343671798706,0.969860273469529
44,0.0010880918707698584,2.3148653507232666,0.980562150478363,0.9590355157852173,0.9696793713993753
45,0.001087486045435071,2.2870938777923584,0.9805142879486084,0.9587277173995972,0.9694986161836725
46,0.0010868809185922146,2.263955593109131,0.9804490208625793,0.9584202766418457,0.9693095023695355
47,0.0010862763738259673,2.2432966232299805,0.980384111404419,0.9581305384635925,0.9691295877277747
48,0.0010856726439669728,2.215454339981079,0.9802851676940918,0.9578759074211121,0.9689509832260632
49,0.0010850694961845875,2.190990686416626,0.9802039861679077,0.9576388597488403,0.9687900386443203
50,0.0010844669304788113,2.172449827194214,0.9801573753356934,0.9573847651481628,0.9686372380179311
51,0.0010838651796802878,2.144172430038452,0.9800955057144165,0.9572350382804871,0.9685303904349003
52,0.0010832640109583735,2.1274378299713135,0.9800660610198975,0.9569640755653381,0.9683773004052194
53,0.0010826635407283902,2.107656240463257,0.9799308180809021,0.9566241502761841,0.9681372299291724
54,0.0010820637689903378,2.085864543914795,0.979884684085846,0.956388533115387,0.9679940438877952
55,0.0010814645793288946,2.0616657733917236,0.9798223376274109,0.9562050104141235,0.9678696167834931
56,0.0010808660881593823,2.0379772186279297,0.9797781109809875,0.9560562968254089,0.9677718547400674
57,0.001080268295481801,2.023200511932373,0.9796109795570374,0.9558386206626892,0.9675788018883354
58,0.0010796710848808289,2.004293203353882,0.9795141220092773,0.9556557536125183,0.9674378600017391
59,0.0010790745727717876,1.9870628118515015,0.9794690012931824,0.9554557800292969,0.9673133786305648
60,0.0010784787591546774,1.970975399017334,0.9794253706932068,0.9553250670433044,0.967225110624528
61,0.0010778835276141763,1.9466208219528198,0.9794186353683472,0.9552980065345764,0.9672079567929865
62,0.0010772889945656061,1.925710916519165,0.9793923497200012,0.9551675319671631,0.9671282626393356
63,0.001076695160008967,1.9069867134094238,0.9792972803115845,0.9550544619560242,0.9670239510953085
64,0.0010761019075289369,1.891027808189392,0.9792185425758362,0.9548898339271545,0.9669011706104659
65,0.0010755093535408378,1.8791311979293823,0.9791210889816284,0.9546565413475037,0.966734057601898
66,0.0010749174980446696,1.8602776527404785,0.9790776968002319,0.9545266628265381,0.9666463121977834
67,0.0010743262246251106,1.84202241897583,0.978999137878418,0.9543626308441162,0.9665239099090076
68,0.0010737355332821608,1.8253848552703857,0.9789389967918396,0.9542502760887146,0.966436981867275
69,0.0010731456568464637,1.81870436668396,0.9788073897361755,0.9540178775787354,0.9662536593185772
70,0.001072556246072054,1.801386833190918,0.9787638783454895,0.953871488571167,0.9661573711711706
71,0.001071967650204897,1.7835243940353394,0.978721559047699,0.9537767767906189,0.966088168690317
72,0.001071379636414349,1.7718545198440552,0.9786088466644287,0.9536135196685791,0.9659495077554576
73,0.0010707922047004104,1.756012201309204,0.9785143136978149,0.9534847736358643,0.9658374066356763
74,0.0010702054714784026,1.7434940338134766,0.9784365892410278,0.9533390402793884,0.9657247766027867
75,0.0010696194367483258,1.7287997007369995,0.9783941507339478,0.953227698802948,0.9656469771469487
76,0.0010690339840948582,1.7130686044692993,0.9783524870872498,0.9531506299972534,0.9655871392081824
77,0.0010684491135179996,1.6973376274108887,0.9782936573028564,0.9530737400054932,0.9655190320196047
78,0.001067864941433072,1.6863210201263428,0.9782505631446838,0.9529284834861755,0.9654235037462394
79,0.0010672814678400755,1.674513816833496,0.9781731963157654,0.952783465385437,0.9653114038149694
80,0.001066698576323688,1.662830114364624,0.978130578994751,0.9526556730270386,0.9652250623171831
81,0.0010661162668839097,1.6474254131317139,0.9781230092048645,0.9525620937347412,0.9651733421818297
82,0.0010655346559360623,1.6352202892303467,0.9780633449554443,0.9524345397949219,0.9650788165851678
83,0.001064953627064824,1.6200668811798096,0.9780561923980713,0.9523582458496094,0.9650361667983796
84,0.0010643732966855168,1.6069810390472412,0.9780323505401611,0.9522990584373474,0.964994173937251
85,0.0010637935483828187,1.5932766199111938,0.9779735803604126,0.9522058963775635,0.964917735494593
86,0.0010632144985720515,1.5830248594284058,0.9778628349304199,0.9520788192749023,0.9647985849113372
87,0.0010626360308378935,1.5702625513076782,0.9778041839599609,0.9519858360290527,0.9647222952490105
88,0.0010620581451803446,1.5566554069519043,0.9777808785438538,0.9519439935684204,0.9646894673784073
89,0.0010614809580147266,1.5470929145812988,0.9777052998542786,0.9518512487411499,0.9646050605995855
90,0.0010609043529257178,1.538719654083252,0.9776285886764526,0.951707661151886,0.964493994102686
91,0.00106032844632864,1.5294468402862549,0.977586030960083,0.9515641927719116,0.9643996057435728
92,0.0010597531218081713,1.517768144607544,0.9775447249412537,0.9514718055725098,0.9643320572254065
93,0.0010591783793643117,1.5037822723388672,0.9775220155715942,0.9514472484588623,0.964308394690241
94,0.001058604335412383,1.4933979511260986,0.9774815440177917,0.9513888955116272,0.9642587316042587
95,0.0010580308735370636,1.4844764471054077,0.9773889183998108,0.9512798190116882,0.9641576394570226
