,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,2,2,2.6277078e-06,7.468304e-07,0.999915,6.7051515e-05,2.068922e-06,1.4944438e-06,2.39856e-09,1.0589107e-05,4.604385e-07,4.9380344e-10
1,7,7,1.3744907e-10,4.192836e-09,2.7130875e-10,2.7038999e-08,1.4182389e-07,6.405173e-13,1.537683e-11,0.99999595,1.697865e-10,3.9658926e-06
2,1,1,1.948011e-05,0.99853384,2.2962267e-05,7.4457757e-06,8.044847e-06,0.00044187566,7.0084143e-06,0.0009531748,5.5125524e-06,6.665048e-07
3,2,2,1.8982882e-05,8.963925e-05,0.9992889,0.00038238987,1.0227916e-05,1.6738937e-05,3.3929416e-07,0.00018472958,7.923784e-06,1.0040861e-08
4,5,5,6.241383e-15,1.4159524e-17,7.185796e-13,3.954532e-09,1.9894003e-13,0.9999869,1.6883232e-10,2.6586247e-21,3.81823e-07,1.2752238e-05
5,7,7,2.569188e-08,2.167893e-08,7.214797e-10,9.161789e-07,7.356992e-06,1.4323325e-08,2.180219e-10,0.9972363,2.4110765e-08,0.0027553372
6,3,3,1.4421705e-08,1.3927623e-11,1.0292442e-05,0.9998547,0.00012355225,3.8533014e-07,1.7415019e-08,1.4883467e-07,1.5080674e-08,1.0933661e-05
7,9,4,1.4951748e-07,6.0027226e-12,2.4566177e-10,3.8308397e-12,0.98458856,1.9965123e-07,9.866921e-09,3.6908438e-07,8.624782e-09,0.015410745
8,3,3,5.551424e-07,4.2205666e-09,3.300699e-05,0.995769,0.0019113512,0.00057888555,5.637416e-07,5.545252e-06,1.1931548e-05,0.0016891054
9,9,9,1.3207548e-08,3.6487087e-13,4.657231e-12,2.206025e-12,0.012093351,2.3262428e-09,7.87127e-10,2.2758798e-07,3.3072684e-08,0.98790646
10,4,4,1.1962655e-09,2.383825e-11,3.2330851e-09,4.955161e-12,0.9999833,2.982767e-09,5.5282403e-08,7.6843435e-06,1.09060965e-08,9.003395e-06
11,4,4,2.1259805e-09,2.7982752e-14,6.008713e-11,6.46718e-16,0.9999995,2.2464297e-09,1.6617042e-09,2.922808e-09,3.1131068e-12,5.334917e-07
12,1,1,8.690443e-07,0.9999198,3.545907e-07,7.491584e-08,1.10440446e-07,2.4520215e-05,7.7571286e-08,5.4157907e-05,4.7520324e-08,9.656237e-09
13,4,4,4.8026155e-10,2.553181e-10,2.3137913e-08,2.5958805e-11,0.9999938,1.186451e-06,1.3964144e-07,3.6852373e-06,3.4332356e-07,8.3177576e-07
14,4,4,1.4371669e-13,2.0266615e-16,1.6173466e-12,8.708748e-18,1.0,6.6055768e-12,2.5463333e-11,8.47883e-09,1.2793648e-13,2.3281699e-09
15,6,6,1.8332705e-06,4.579159e-08,9.807889e-07,1.913979e-07,0.00091543555,7.5877136e-07,0.9990742,1.4056723e-08,5.68089e-06,8.6437996e-07
16,0,0,0.99456525,3.0456988e-07,0.00056960847,0.00061432004,1.6524144e-05,0.003993637,0.0001341756,7.469485e-11,3.181408e-05,7.438847e-05
17,4,4,1.7701533e-10,1.1945896e-15,1.9534944e-12,1.4717874e-16,0.99999964,5.3637553e-11,1.7861877e-11,9.290774e-09,1.1646256e-13,3.0241304e-07
18,7,7,2.0287284e-10,1.5929247e-08,5.5901106e-10,2.9259276e-08,3.6154304e-08,7.3659557e-13,1.0448553e-11,0.99999964,1.1549517e-10,3.002872e-07
19,0,0,0.99249774,5.4040076e-08,2.2297615e-06,1.5612169e-06,9.387871e-06,2.544118e-06,1.2699953e-06,3.8645975e-08,3.6568435e-05,0.007448608
20,5,5,1.9410233e-12,5.3291905e-14,7.454042e-12,2.4499519e-08,1.9181913e-11,0.9999734,3.8618637e-09,9.6219245e-18,5.295408e-07,2.6062513e-05
21,3,3,1.643073e-08,2.249761e-10,9.450465e-06,0.9995765,4.4460627e-05,5.8339705e-05,4.5116543e-08,6.1374095e-07,2.3553582e-08,0.00031053633
22,4,4,1.07042136e-11,2.0533374e-16,8.575093e-13,1.805769e-18,0.9999999,1.1765991e-11,5.4169724e-11,2.243172e-09,1.264708e-13,7.354549e-08
