,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,1,1,4.8801587e-07,0.99997425,4.1599975e-07,4.3572746e-07,4.8585675e-06,3.651067e-07,1.1552911e-05,1.740206e-06,5.9247836e-06,7.175999e-08
1,3,3,1.9833608e-06,1.1837314e-10,2.2330945e-05,0.9999546,1.1383633e-11,1.506274e-05,2.0058911e-07,3.066635e-06,5.7380202e-08,2.7136591e-06
2,2,2,0.00015779787,8.740106e-06,0.99972206,1.4152256e-05,2.5795597e-08,1.5924956e-05,1.0819488e-05,4.48351e-05,2.3585193e-05,2.061038e-06
3,2,2,1.9854535e-06,1.0189423e-05,0.9999335,1.3786425e-06,2.5810047e-09,2.0542302e-06,1.3726393e-06,4.694592e-05,1.628112e-06,8.627859e-07
4,0,0,0.9999995,5.693929e-11,1.1932375e-10,2.638401e-10,6.118991e-11,4.717384e-10,8.089878e-08,8.028804e-12,1.5506456e-10,3.956743e-07
5,4,4,1.3571181e-06,5.8257254e-05,3.4802457e-07,8.602378e-07,0.9830646,9.675839e-08,8.4355315e-06,3.5737212e-05,3.192962e-05,0.016798392
6,0,0,0.99996054,7.8249445e-07,4.384756e-07,1.2453083e-07,3.1917537e-08,1.4341882e-06,1.4587817e-05,1.4813385e-09,1.226886e-05,9.767204e-06
7,4,2,0.024540577,0.03617066,0.5948405,0.0014553996,0.07457193,0.013644568,0.21839069,0.0024821083,0.02636336,0.00754022
8,3,3,5.5998567e-05,1.8851345e-06,6.1395855e-05,0.98330057,9.7932535e-08,0.015385104,1.1245177e-05,4.245861e-05,5.2730553e-05,0.0010885017
9,1,1,0.00063737616,0.99346715,0.00049501174,0.00031910682,0.0015874847,0.00044631597,0.00058573624,0.0010348533,0.0012737205,0.00015315661
10,3,3,0.00019804767,2.8008893e-08,6.943586e-05,0.9995571,1.4535223e-09,9.969067e-05,8.934581e-06,6.84083e-06,1.8604021e-06,5.80181e-05
11,2,2,1.7577814e-06,0.00027606357,0.9993718,7.785007e-07,1.161775e-06,2.0495385e-05,8.255789e-05,0.00023607002,4.7621147e-06,4.502299e-06
12,6,6,2.0583448e-07,4.7790056e-08,2.9202073e-07,7.073209e-09,6.963499e-08,2.8597655e-05,0.99997044,2.9301424e-08,3.0983043e-07,1.3745566e-08
13,8,8,0.0039812895,0.0075173946,0.0047526755,0.001010671,0.0009184142,0.0001930828,1.0347804e-05,0.0057772333,0.960922,0.01491689
14,7,7,3.111834e-09,2.2865898e-08,5.2634772e-05,1.0784175e-06,2.512341e-10,2.1567744e-06,6.601432e-07,0.9999095,1.4716011e-09,3.4005836e-05
15,7,7,6.276437e-13,1.7308577e-10,4.2153368e-07,1.9420826e-08,1.3485886e-12,1.6017188e-07,8.382207e-09,0.9999981,8.326423e-12,1.2935147e-06
16,5,5,0.00018115163,0.000108228356,0.00029740666,0.000857066,1.2233584e-05,0.877052,0.11963063,0.0005364894,0.001166036,0.0001587833
17,1,1,9.96314e-06,0.9998517,1.1947243e-05,1.7162822e-06,3.5850153e-05,1.9013407e-06,2.3955601e-05,1.1853568e-05,5.083041e-05,1.384228e-07
18,5,5,1.37163015e-05,5.662344e-07,5.047582e-06,0.0027425385,3.0117428e-07,0.99696296,5.2916595e-05,1.03563825e-05,0.00015252244,5.9006106e-05
19,7,7,2.2297326e-09,3.3618804e-07,0.00013921896,1.4405102e-06,8.0308116e-10,5.304364e-06,2.8781588e-07,0.99983656,4.7157833e-08,1.6843269e-05
20,3,3,0.00055061793,3.5314653e-07,0.00022015048,0.99810165,5.1295533e-08,0.00068231183,2.7319516e-05,7.76508e-05,5.9632966e-05,0.00028013226
21,4,4,2.481928e-06,8.383489e-05,7.9895693e-07,1.0068065e-06,0.9968257,3.8942284e-07,1.9228972e-05,3.7645375e-05,4.80935e-05,0.0029807733
22,8,8,1.1605275e-05,8.75021e-06,2.4500407e-06,1.834736e-05,4.6481387e-07,2.7563183e-06,9.037093e-08,1.557276e-07,0.9999504,4.992338e-06
23,9,9,0.0019063258,2.7325373e-07,1.7948169e-06,2.9883791e-05,5.0447848e-06,3.9944217e-07,2.841372e-06,2.7593429e-05,5.0744967e-07,0.9980254
24,2,2,3.8261962e-05,0.0005991905,0.99596125,0.00091915275,2.9122268e-07,2.7815233e-05,1.7579709e-05,0.0015899432,0.0008156774,3.0892803e-05
25,2,2,8.177132e-05,2.1081125e-06,0.99977964,6.382371e-07,3.546972e-09,6.425654e-05,1.6161543e-05,5.3674372e-05,6.4897455e-07,1.0457285e-06
26,6,6,2.9361246e-07,1.7105297e-08,7.4043726e-07,6.628766e-09,5.0435652e-08,3.373902e-06,0.99999523,1.7276257e-08,6.34594e-08,2.3034875e-07
27,1,1,2.122812e-06,0.9999666,1.828553e-06,5.7927014e-07,1.1158363e-05,1.7796008e-06,2.9221562e-06,2.8181837e-06,1.0037994e-05,1.2541079e-07
28,5,5,7.218877e-05,1.0888408e-06,2.872212e-06,0.004990136,3.3511128e-08,0.99444157,6.725417e-05,7.624254e-07,0.00020275831,0.0002212949
29,4,4,7.0814954e-06,8.252372e-05,3.3095876e-05,2.3139658e-07,0.9993851,2.8413897e-06,1.8993367e-05,1.3671149e-05,0.00043650303,2.0069336e-05
30,3,3,0.00018647024,1.5193754e-07,6.2571664e-05,0.99884796,1.13055245e-08,0.0006692247,2.4056008e-05,4.0140156e-05,1.2818276e-05,0.00015644402
31,4,4,5.36511e-07,3.8400492e-05,3.0111414e-07,2.8139073e-07,0.99981326,3.90791e-08,2.5085678e-06,2.483993e-06,4.8800623e-05,9.322297e-05
32,4,4,5.4205366e-06,0.00016436046,3.2526616e-06,2.4351739e-06,0.99925154,3.157099e-07,2.054111e-05,1.6085503e-05,9.494056e-05,0.00044093392
33,1,1,1.1282257e-06,0.9999732,2.6599466e-07,1.6487657e-07,1.1371954e-05,3.0720707e-07,4.8110064e-06,1.0204418e-06,7.714818e-06,1.6390823e-08
34,7,7,1.5989564e-06,0.000309616,0.0013077924,2.2136195e-05,8.272686e-06,0.0003426148,7.86452e-05,0.9972396,3.2862394e-05,0.0006568587
35,7,7,3.6329948e-07,1.92199e-06,0.000533813,5.970773e-06,6.842307e-08,7.038259e-05,1.9988534e-05,0.9991867,2.3874912e-07,0.00018054598
36,1,1,4.112883e-07,0.99996614,2.043933e-07,3.569282e-07,8.896703e-06,4.593813e-07,1.5865504e-05,1.1092994e-06,6.497462e-06,4.1856254e-08
37,7,7,1.683222e-05,3.548617e-06,0.0013102586,0.001566554,8.422389e-07,0.0006696245,1.873168e-05,0.97110546,3.4508008e-05,0.025273617
38,4,9,3.483216e-06,0.0136068985,1.4743358e-05,0.00015379087,0.116983764,3.6222842e-05,6.0125826e-06,0.02702559,0.005871454,0.83629805
39,6,6,0.0061416873,8.2047215e-08,3.0351845e-05,6.190807e-07,8.5718364e-07,0.00017369256,0.9936046,1.7303164e-07,7.331737e-06,4.063955e-05
40,8,8,1.1855274e-05,1.5601405e-06,8.8340823e-07,1.2010056e-06,7.51369e-08,1.7001626e-06,5.743245e-06,1.550307e-08,0.99997663,4.164648e-07
41,6,6,1.0855222e-06,1.592734e-07,7.369807e-07,1.3946742e-08,1.5639533e-07,2.2926119e-05,0.9999738,1.5717127e-08,1.1479885e-06,1.9171342e-08
42,2,2,8.70212e-06,0.00015360769,0.9996989,4.1908507e-07,3.145963e-08,2.8994427e-05,1.8163551e-05,8.772851e-05,5.702781e-07,2.9861349e-06
43,0,0,0.9999529,2.0164867e-07,1.243335e-07,2.0157312e-07,8.049207e-08,5.916388e-07,1.2711943e-05,5.8456138e-09,4.1120992e-07,3.2696185e-05
44,5,5,2.4949804e-06,8.767786e-08,6.985154e-07,0.00045702266,1.1158183e-07,0.9994081,2.5455256e-05,3.6638073e-06,8.325907e-05,1.907529e-05
