,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,0,0,0.9991015,1.0624962e-05,2.7128158e-06,5.1390522e-08,8.315653e-06,0.00023480061,5.181604e-05,1.6000235e-05,0.00015910223,0.00041505744
1,3,3,2.3656223e-11,5.7409332e-05,7.720427e-06,0.99973387,4.2912268e-07,0.0001287833,5.230561e-12,3.9706032e-05,3.4981294e-06,2.8654928e-05
2,1,1,7.087312e-05,0.9994684,0.00022945355,2.2611574e-05,2.8818746e-05,5.094059e-06,1.2134653e-07,3.740657e-05,8.2172315e-05,5.49744e-05
3,9,9,1.5984673e-08,1.0596363e-08,4.2467934e-07,8.87202e-09,4.60674e-05,1.9198371e-08,2.0784487e-09,2.8831317e-07,6.629566e-06,0.9999465
4,8,8,4.3580862e-06,3.2113542e-07,1.4508886e-05,3.3356691e-06,1.1171504e-06,3.941826e-05,2.2522067e-07,9.355378e-07,0.9997956,0.00014021229
5,0,0,0.9998914,2.2453665e-07,1.4136441e-07,5.77543e-11,4.5232852e-07,3.459119e-05,5.050447e-05,8.7888914e-08,1.500792e-05,7.5695425e-06
6,1,1,5.299462e-06,0.99792033,0.00051983487,5.6413366e-05,0.000985424,9.052245e-05,8.9552046e-08,0.00033866524,6.395405e-05,1.9408526e-05
7,2,2,1.0935919e-07,7.833601e-06,0.9999708,5.769069e-07,2.0191564e-08,2.4850158e-07,1.4919516e-07,1.8568544e-05,1.6760608e-06,7.8140296e-08
8,7,7,6.434908e-07,5.5721364e-05,0.00059833826,0.00034138325,0.000116506024,0.00022105227,1.340706e-08,0.9774025,4.191989e-05,0.021221898
9,4,4,0.00018782141,0.00048946077,0.0001972414,9.62541e-07,0.994612,0.00011051238,0.002727652,6.887413e-05,0.00029715692,0.0013084086
10,6,0,0.62025946,0.00070913474,0.0001814273,1.1236327e-05,0.0015579109,0.0032865917,0.3718715,4.0352887e-05,0.001204118,0.000878266
11,8,8,5.35426e-05,1.3804762e-05,0.00018376953,4.6842706e-05,4.9398036e-06,0.017859623,0.00014022671,2.5561094e-06,0.98168886,5.8016026e-06
12,2,2,2.2262996e-06,7.02782e-05,0.99985635,2.2790155e-05,2.416403e-07,2.2337902e-06,2.7349504e-06,3.2472533e-05,8.8189345e-06,1.8409664e-06
13,4,4,1.0511042e-07,1.2436457e-06,5.4811835e-07,2.9141967e-10,0.99988186,1.7850616e-07,2.4583627e-05,2.515208e-08,1.6186134e-05,7.5216936e-05
14,5,5,1.1120337e-06,1.9980531e-07,3.6735962e-08,2.4041242e-06,1.2842333e-06,0.9999876,3.2642184e-08,1.3693422e-07,2.3381583e-07,6.885137e-06
15,3,3,7.8181134e-10,4.8223483e-05,2.5938465e-05,0.9993654,1.0894797e-06,0.00018043107,1.1942085e-10,0.00010950108,0.00014812275,0.000121391284
16,5,5,8.671802e-06,9.802982e-06,9.849683e-07,1.9632318e-05,4.0195237e-06,0.9999281,1.6094776e-06,1.6355827e-06,5.472962e-06,2.016333e-05
17,8,8,3.972218e-05,2.5121644e-06,1.5275305e-05,1.7219983e-05,4.173027e-06,0.00013447495,9.786638e-07,3.0016163e-06,0.9981996,0.0015830054
18,7,7,1.057821e-10,1.788889e-05,9.74255e-05,2.6361882e-05,6.055457e-07,7.803574e-07,3.6887737e-13,0.999835,1.2338408e-07,2.1777247e-05
19,6,6,9.07451e-05,3.4976678e-05,6.520703e-05,1.0838061e-05,0.000844621,5.5350196e-05,0.99887615,2.2835104e-06,1.755286e-05,2.1592273e-06
20,8,8,8.175128e-05,3.5091691e-06,2.6775459e-05,3.1722797e-05,2.285167e-05,7.404033e-05,7.463618e-07,3.7686346e-05,0.8813159,0.11840505
21,4,4,6.079485e-08,1.8003182e-05,1.0797044e-05,3.5096999e-09,0.99311537,4.9673685e-07,4.4404862e-07,5.9534545e-06,4.5350036e-05,0.00680344
22,9,9,2.1292642e-08,7.942473e-08,6.7502657e-07,2.7895275e-08,0.00040670586,7.278463e-08,3.4915963e-09,1.7245702e-07,1.4279121e-05,0.99957794
