,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,1,1,2.2340586e-05,0.99905246,2.0770542e-05,1.9836475e-06,0.00035383407,0.00013064254,8.3222774e-05,0.00029032645,3.4632645e-05,9.802957e-06
1,0,0,0.9998498,1.040238e-05,9.084433e-06,1.26319765e-05,6.191304e-07,2.645886e-07,8.996798e-05,1.9068028e-06,5.073696e-06,2.0329031e-05
2,5,5,2.9753091e-05,6.183826e-05,4.637821e-06,1.1143543e-05,1.4140503e-05,0.99947304,0.0002209893,5.95355e-05,2.249772e-05,0.00010251047
3,6,6,3.1548356e-07,1.4018984e-06,1.7959549e-09,4.0676042e-11,5.778679e-07,4.4839635e-07,0.9999969,6.80811e-11,2.0117282e-08,3.8001085e-07
4,5,5,9.699283e-05,0.00022004703,1.4535742e-05,1.0867815e-05,2.3502593e-05,0.99793243,0.0014549923,5.561098e-05,6.466521e-05,0.0001262163
5,7,7,9.880148e-10,3.9577742e-05,7.880306e-06,1.0879018e-06,6.3725275e-07,7.2194396e-08,5.7481065e-11,0.999948,4.1133088e-08,2.7509177e-06
6,6,6,1.1428785e-05,4.3097574e-05,1.9515078e-07,1.8498101e-09,0.0001275054,5.6772897e-06,0.99978834,7.2517747e-09,3.5204055e-06,2.0168456e-05
7,1,1,4.77323e-07,0.9999069,6.0960303e-07,2.0084494e-08,3.907671e-05,1.5641352e-05,5.6783742e-06,2.9555356e-05,1.857932e-06,1.4962806e-07
8,0,0,0.8466892,0.0052488064,0.0024694838,0.00022835573,0.04691692,0.0002256927,0.06574108,0.00024470294,0.0011410645,0.031094696
9,1,1,5.1035642e-09,0.99999607,8.446116e-08,1.2593349e-10,2.9594871e-06,2.1725197e-07,3.6959417e-08,6.3827486e-07,2.7629314e-08,5.130962e-09
10,7,7,2.7421474e-06,0.0019405744,0.01469008,0.00034316783,0.00017016951,9.2644754e-05,1.5477515e-07,0.98257655,0.00013678173,4.7061207e-05
11,5,5,1.3223651e-07,4.0255773e-06,2.9797314e-07,4.054845e-06,4.5847938e-07,0.9999788,6.3532243e-06,2.48243e-07,3.8605353e-06,1.7362139e-06
12,1,1,1.2047968e-06,0.99997365,1.79392e-06,1.825783e-08,1.4189486e-05,1.9273964e-06,1.9804613e-06,3.7866043e-06,1.092372e-06,2.8704937e-07
13,7,7,7.6756166e-08,1.3426686e-05,0.0001373299,4.845824e-06,2.3033031e-07,1.4418221e-06,1.5599509e-10,0.99984086,1.0169408e-06,6.183813e-07
14,2,8,0.00054339104,0.0036504932,0.08967226,0.015799027,0.026926873,4.963002e-05,0.00017478249,0.0008484669,0.81702715,0.04530794
15,4,4,9.309487e-07,2.8328992e-05,3.742902e-05,3.0318202e-07,0.999723,4.939879e-06,3.7525737e-05,8.2533114e-07,0.000106861335,5.970438e-05
16,8,8,4.234359e-05,0.10843622,0.15530708,0.013049855,0.25827155,0.00019774656,2.537263e-05,0.07069574,0.32319716,0.07077698
17,0,0,0.9999168,2.523506e-06,9.472104e-07,1.976184e-05,3.4264406e-08,5.1104706e-07,3.3682e-05,1.2425604e-06,1.21023795e-05,1.2339488e-05
18,3,3,8.276958e-10,1.4889564e-05,4.1095313e-06,0.99982363,3.9638985e-09,5.6157965e-05,9.2738384e-10,2.8447206e-05,2.1769367e-06,7.055666e-05
19,9,9,8.397477e-08,2.5640224e-05,9.067675e-07,8.6152446e-05,0.0016281483,2.0781259e-07,1.8016791e-06,9.482772e-05,2.4059098e-05,0.9981382
20,0,0,0.9879318,0.00029125396,0.002051232,0.0012282598,0.00011123483,0.0001301493,0.0011422776,0.00031249496,0.0036130098,0.0031882403
21,6,6,5.8563346e-06,5.000134e-06,2.4997009e-08,7.8321943e-10,6.0412203e-06,2.1602536e-06,0.9999783,3.891561e-10,2.6854028e-07,2.3999373e-06
22,9,9,5.206655e-07,4.304141e-05,5.2266813e-08,6.3122884e-06,0.0014811157,2.6645262e-07,1.4097931e-05,3.709133e-06,7.3583496e-06,0.99844354
23,3,3,1.0147477e-08,0.00044590348,0.0010140527,0.9955005,1.1717394e-06,3.6305442e-05,8.262359e-09,0.0024377925,6.614828e-06,0.000557658
24,9,9,0.00024307374,0.0004754113,2.1997681e-07,0.00017360103,4.609303e-06,3.0448728e-06,0.00011224271,1.3986313e-05,7.366839e-06,0.99896646
25,6,6,2.0124877e-07,1.46036e-06,4.1877692e-09,8.58233e-12,1.6586503e-06,7.202608e-08,0.9999962,1.421509e-11,1.5617399e-08,2.8981177e-07
26,0,0,0.9944758,1.8048675e-05,1.0684439e-06,9.83358e-06,4.9164596e-06,3.8067035e-06,0.00540882,1.2440363e-06,3.7386471e-06,7.2750176e-05
27,7,7,5.7855587e-09,7.2087234e-05,1.9091874e-05,8.4637907e-07,3.1983177e-07,1.5426326e-07,7.573295e-11,0.9999069,2.5233714e-07,3.9926354e-07
28,7,7,1.1543926e-07,0.004837858,0.0010289305,6.679282e-05,2.6896321e-05,2.0172317e-06,6.5638295e-09,0.99400073,8.555139e-06,2.8013903e-05
29,9,9,8.851069e-08,2.754867e-05,7.0476244e-07,4.633354e-05,0.0010742579,1.1445834e-07,1.686645e-06,1.4234726e-05,3.3013523e-06,0.9988317
30,9,9,3.2097276e-05,0.0005927304,2.1555774e-05,0.00033917007,0.0035248974,2.2246859e-05,0.0004109866,6.7763496e-05,8.760739e-05,0.9949008
31,8,8,2.394575e-07,3.3688764e-07,2.3566472e-06,2.2517604e-08,1.0806844e-05,2.1990061e-07,4.629867e-06,2.9667862e-07,0.99997556,5.455717e-06
32,0,0,0.9997284,2.0565321e-05,1.3956566e-05,4.844958e-05,3.153644e-06,1.2816618e-06,3.645108e-05,3.1223444e-06,4.454314e-05,0.00010010773
