,Accuracy,Loss,Precision,Recall,F1-Score
0,0.00012022454757243395,3.3950276374816895,0.9601200222969055,0.9237446784973145,0.9415811615703318
1,0.00012022314331261441,3.6145153045654297,0.9601105451583862,0.9237343072891235,0.9415712164329841
2,0.00012022173905279487,3.2896549701690674,0.9601094722747803,0.9237238764762878,0.9415652817181649
3,0.00012022034206893295,3.119845390319824,0.9601094722747803,0.9237130880355835,0.9415596770783341
4,0.00012021893780911341,2.9717915058135986,0.9601094722747803,0.9237023591995239,0.9415541033397007
5,0.00012021753354929388,2.8754098415374756,0.9601094722747803,0.9236915707588196,0.9415484985718343
6,0.00012021613656543195,2.7858502864837646,0.9601094722747803,0.9236807823181152,0.941542893739771
7,0.00012021473230561242,2.7073001861572266,0.9601094722747803,0.9236699938774109,0.9415372888435097
8,0.00012021332804579288,2.6509194374084473,0.9601094722747803,0.9236592650413513,0.9415317148498581
9,0.00012021193106193095,2.6058032512664795,0.9601094722747803,0.923648476600647,0.9415261098255524
10,0.00012021052680211142,2.5547845363616943,0.9601094722747803,0.9236376881599426,0.9415205047370453
11,0.00012020912254229188,2.5267879962921143,0.9601094722747803,0.9236269593238831,0.9415149305522068
12,0.00012020772555842996,2.489118814468384,0.9601094722747803,0.9236161708831787,0.9415093253356487
13,0.00012020632129861042,2.4562389850616455,0.9601094722747803,0.9236053824424744,0.9415037200548859
14,0.00012020491703879088,2.428903818130493,0.9601094722747803,0.9235946536064148,0.9414981456788506
15,0.00012020352005492896,2.4024887084960938,0.9601094722747803,0.9235838651657104,0.9414925402700302
16,0.00012020211579510942,2.386416435241699,0.9601094722747803,0.9235730767250061,0.941486934797002
17,0.0001202007188112475,2.3526439666748047,0.9601094722747803,0.9235623478889465,0.94148136022976
18,0.00012019931455142796,2.330883502960205,0.9601094722747803,0.9235515594482422,0.9414757546286674
19,0.00012019791029160842,2.316847562789917,0.9601094722747803,0.9235407710075378,0.9414701489633637
20,0.0001201965133077465,2.2929813861846924,0.9601094722747803,0.9235300421714783,0.9414645742049054
21,0.00012019510904792696,2.2734203338623047,0.9601094722747803,0.9235192537307739,0.9414589684115308
22,0.00012019371206406504,2.2548234462738037,0.9601094722747803,0.9235084652900696,0.9414533625539416
23,0.0001201923078042455,2.2227299213409424,0.960109531879425,0.9234980940818787,0.941448002091991
24,0.00012019090354442596,2.1980843544006348,0.960109531879425,0.923488438129425,0.9414429845845744
25,0.00012018950656056404,2.174933910369873,0.9601092338562012,0.9234790802001953,0.9414379786171281
26,0.0001201881023007445,2.1511857509613037,0.9601086378097534,0.9234704971313477,0.9414332319824009
27,0.00012018670531688258,2.1271262168884277,0.9601086974143982,0.9234619736671448,0.9414288314789374
28,0.00012018530105706304,2.108485221862793,0.9601084589958191,0.9234541058540344,0.9414246283753592
29,0.00012018390407320112,2.0834619998931885,0.9601082801818848,0.9234480857849121,0.9414214140791235
30,0.00012018249981338158,2.0575461387634277,0.9601077437400818,0.9234409332275391,0.9414174393396705
31,0.00012018109555356205,2.0305864810943604,0.9601075649261475,0.9234349131584167,0.9414142250031484
32,0.00012017969856970012,2.0159311294555664,0.9601062536239624,0.9234278202056885,0.9414099087043755
33,0.00012017829430988058,2.0005927085876465,0.9601041674613953,0.9234192371368408,0.9414044455382727
34,0.00012017689732601866,1.9834409952163696,0.9601020812988281,0.9234113693237305,0.9413993540451538
35,0.00012017549306619912,1.9623486995697021,0.9601014852523804,0.9234035015106201,0.9413949788413013
36,0.0001201740960823372,1.928370475769043,0.9601017832756042,0.9234000444412231,0.941393325550956
37,0.00012017269182251766,1.9133344888687134,0.9601009488105774,0.9233947396278381,0.941390167631828
38,0.00012017129483865574,1.8943105936050415,0.9600993394851685,0.9233890771865845,0.9413864513744238
39,0.0001201698905788362,1.8704208135604858,0.9600980877876282,0.9233841300010681,0.9413832787244405
40,0.00012016849359497428,1.8487226963043213,0.960096538066864,0.9233799576759338,0.9413803654910619
41,0.00012016708933515474,1.8273279666900635,0.9600942730903625,0.9233750104904175,0.9413767057504525
42,0.00012016569235129282,1.8275411128997803,0.9600896835327148,0.9233682155609131,0.9413709683468965
43,0.00012016428809147328,1.8143925666809082,0.9600880742073059,0.9233621954917908,0.9413670661985021
44,0.00012016289110761136,1.8005363941192627,0.9600857496261597,0.9233561754226685,0.9413628202237453
45,0.00012016148684779182,1.7930145263671875,0.9600837230682373,0.9233494400978088,0.9413583457828607
46,0.0001201600898639299,1.7783441543579102,0.9600828289985657,0.9233434200286865,0.9413547874140851
47,0.00012015868560411036,1.7598360776901245,0.9600820541381836,0.9233402609825134,0.9413527732031836
48,0.00012015728862024844,1.738410472869873,0.9600823521614075,0.9233371615409851,0.941351305680086
49,0.0001201558843604289,1.7265888452529907,0.9600815176963806,0.9233326315879822,0.9413485503479649
50,0.00012015448737656698,1.7106759548187256,0.9600814580917358,0.9233283996582031,0.9413463223492612
51,0.00012015308311674744,1.701527714729309,0.9600802063941956,0.9233230948448181,0.9413429637478676
52,0.00012015168613288552,1.6853240728378296,0.9600794315338135,0.9233199954032898,0.9413409804902659
53,0.00012015028187306598,1.664774775505066,0.9600798487663269,0.9233186841011047,0.9413404995474807
54,0.00012014888488920406,1.6492204666137695,0.9600782990455627,0.9233152270317078,0.941337957968972
55,0.00012014748062938452,1.6286958456039429,0.9600782990455627,0.9233132004737854,0.9413369047452212
56,0.0001201460836455226,1.6104243993759155,0.9600785970687866,0.9233093857765198,0.941335065450397
57,0.00012014468666166067,1.5921343564987183,0.9600771069526672,0.9233062267303467,0.9413327074000601
58,0.00012014328240184113,1.5784639120101929,0.9600759148597717,0.923302412033081,0.9413301518454544
59,0.00012014188541797921,1.5673078298568726,0.9600735902786255,0.923297107219696,0.9413262775013959
60,0.00012014048115815967,1.5553185939788818,0.9600717425346375,0.9232936501502991,0.9413235926573426
61,0.00012013908417429775,1.5478463172912598,0.9600701928138733,0.9232897758483887,0.9413208342161552
62,0.00012013767991447821,1.5318464040756226,0.9600698351860046,0.9232877492904663,0.9413196090750459
63,0.00012013628293061629,1.5188032388687134,0.9600690603256226,0.923284649848938,0.9413176257844786
64,0.00012013488594675437,1.5015164613723755,0.9600679874420166,0.9232826232910156,0.9413160568457333
65,0.00012013348168693483,1.4949414730072021,0.9600667953491211,0.9232780933380127,0.9413131295335035
