,Labels,Predicitions,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
0,3,3,2.7436888e-08,2.7389494e-06,2.8415794e-05,0.999948,6.514645e-07,1.3470387e-05,5.3196977e-08,8.3769686e-07,5.0932937e-07,5.249896e-06
1,3,3,7.8091415e-11,1.5619946e-06,2.8026784e-06,0.9999951,7.712093e-09,1.7265639e-07,1.9244638e-10,7.68436e-08,5.1516773e-09,6.798713e-08
2,7,7,1.5765909e-06,1.13130445e-05,1.2782845e-05,7.703508e-05,8.328862e-06,2.3325758e-06,2.0929523e-08,0.9997949,3.376675e-05,5.8041536e-05
3,9,9,1.3417683e-07,7.6823305e-08,2.1262349e-07,2.4137142e-05,8.753536e-05,3.0025267e-05,2.4800593e-09,4.7873355e-06,4.762561e-05,0.9998054
4,2,2,5.770359e-11,3.275376e-08,0.99999714,9.002118e-10,3.2575574e-08,4.981491e-11,5.9039753e-08,3.0054018e-08,2.7397161e-06,1.1539519e-09
5,8,8,7.780634e-06,0.0011783242,0.00706228,0.00016808743,0.16737473,3.4545443e-05,0.00042764892,0.0008159784,0.80008036,0.022850256
6,4,4,1.05190814e-10,4.200891e-07,8.54489e-08,2.8378212e-08,0.9999956,1.4411389e-08,1.7561541e-07,9.015963e-08,2.088023e-06,1.4457246e-06
7,5,5,1.7265336e-07,2.3447033e-06,0.00014366412,0.030000214,1.2258027e-07,0.9695776,4.216435e-06,1.8827395e-06,0.00026379537,5.937932e-06
8,0,0,0.999925,4.6050152e-07,2.4935556e-10,1.9078996e-08,1.7900909e-09,5.238982e-06,4.2350727e-08,1.4288419e-06,6.746475e-05,4.053515e-07
9,0,0,0.99986935,3.6839933e-07,1.9661185e-10,3.6702133e-08,5.301488e-10,2.0033844e-05,8.746972e-08,8.504899e-07,0.00010893807,2.420803e-07
10,7,7,4.5743764e-09,4.102966e-06,1.1899542e-05,0.00011018736,4.5791032e-07,9.62491e-07,2.0055288e-10,0.9998641,3.867086e-06,4.459248e-06
11,7,7,3.4222022e-10,4.871407e-09,1.1386381e-08,6.670757e-08,2.2280314e-08,4.5287227e-09,3.7693256e-12,0.9999751,5.0426394e-07,2.4264149e-05
12,6,6,1.5455566e-06,3.5112837e-08,2.7605904e-07,5.7176788e-08,4.747465e-06,1.4069575e-07,0.99999285,1.3176931e-07,2.3813622e-07,3.6533968e-10
13,8,8,3.2850022e-07,3.7659916e-08,6.5570254e-07,6.6822174e-08,5.571388e-10,6.2507576e-07,1.5924055e-08,4.301925e-07,0.99999785,4.141327e-08
14,2,7,9.020122e-08,8.820501e-05,0.10237617,0.00016689562,4.338473e-06,1.1149679e-06,3.1567265e-07,0.8973428,1.802048e-05,2.1093297e-06
15,7,7,5.521506e-09,1.4022683e-07,1.2599604e-07,2.496127e-06,1.8712346e-07,7.1001374e-08,1.2305412e-10,0.99995506,7.401103e-07,4.109219e-05
16,5,5,1.6691409e-07,2.2612224e-07,1.7053625e-06,1.6058388e-05,3.2054475e-06,0.99834454,0.0011135855,2.2633596e-06,0.0005169446,1.2882749e-06
17,4,4,6.0535062e-06,4.0583513e-05,7.3653675e-05,0.00021588292,0.9957353,1.8616545e-05,1.8159695e-05,7.073693e-05,0.00036644872,0.0034546389
18,7,7,1.3914118e-09,3.849961e-09,2.016638e-09,1.2318823e-07,3.703801e-08,3.6726213e-09,1.8256867e-12,0.9999974,6.518985e-08,2.472054e-06
19,5,5,5.3219087e-09,2.625807e-07,2.254184e-05,0.0020719122,6.608487e-08,0.9978677,7.0453534e-06,2.485993e-07,2.8356542e-05,1.8404124e-06
20,7,7,1.6871826e-07,1.3647809e-06,3.2013452e-06,9.980062e-06,6.809109e-06,3.023681e-07,1.1137369e-08,0.99996364,4.8367688e-06,9.661409e-06
21,9,9,1.9360095e-06,1.0232449e-05,6.111599e-05,1.5928332e-05,0.00784309,2.497684e-06,6.965305e-08,9.2223876e-05,0.003569753,0.98840314
22,9,9,8.532661e-06,0.000106714375,0.0051694703,0.0001387475,0.12996687,7.831903e-05,8.269149e-05,2.5535943e-05,0.009229074,0.8551941
23,4,4,3.2933073e-11,1.295502e-06,8.038885e-07,9.293029e-08,0.9999882,2.512866e-07,3.46608e-06,1.9529722e-07,3.4481477e-06,2.2155998e-06
